Price,RAM,Display,SSD
-0.501574325,0.758043705,15.6,0.14493602
-0.276281745,-0.56170288,16,0.14493602
-0.227266738,0.758043705,16,0.14493602
-0.276281745,0.758043705,14,0.14493602
-0.315493751,-0.56170288,14,0.14493602
-0.129236723,0.758043705,15.6,0.14493602
-0.050636258,0.758043705,15.6,0.14493602
0.753033407,0.758043705,15.6,0.14493602
-0.384114761,0.758043705,15.6,0.14493602
-0.87408838,-0.56170288,15.6,0.14493602
0.77263941,0.758043705,16,0.14493602
